Wavelength,Response
0.0,0.8
1.000010000100001,0.8
2.000020000200002,0.8
3.000030000300003,0.8
4.000040000400004,0.8
5.000050000500005,0.8
6.000060000600006,0.8
7.000070000700006,0.8
8.000080000800008,0.8
9.000090000900009,0.8
10.00010000100001,0.8
11.00011000110001,0.8
12.000120001200012,0.8
13.000130001300013,0.8
14.000140001400013,0.8
15.000150001500014,0.8
16.000160001600015,0.8
17.000170001700017,0.8
18.000180001800018,0.8
19.00019000190002,0.8
20.00020000200002,0.8
21.00021000210002,0.8
22.00022000220002,0.8
23.00023000230002,0.8
24.000240002400023,0.8
25.000250002500024,0.8
26.000260002600026,0.8
27.000270002700027,0.8
28.000280002800025,0.8
29.000290002900027,0.8
30.000300003000028,0.8
31.00031000310003,0.8
32.00032000320003,0.8
33.00033000330003,0.8
34.000340003400034,0.8
35.00035000350003,0.8
36.000360003600036,0.8
37.000370003700034,0.8
38.00038000380004,0.8
39.00039000390004,0.8
40.00040000400004,0.8
41.00041000410004,0.8
42.00042000420004,0.8
43.00043000430004,0.8
44.00044000440004,0.8
45.000450004500046,0.8
46.00046000460004,0.8
47.00047000470005,0.8
48.000480004800046,0.8
49.000490004900044,0.8
50.00050000500005,0.8
51.00051000510005,0.8
52.00052000520005,0.8
53.00053000530005,0.8
54.000540005400055,0.8
55.00055000550005,0.8
56.00056000560005,0.8
57.000570005700055,0.8
58.00058000580005,0.8
59.00059000590006,0.8
60.000600006000056,0.8
61.00061000610006,0.8
62.00062000620006,0.8
63.000630006300064,0.8
64.00064000640006,0.8
65.00065000650007,0.8
66.00066000660006,0.8
67.00067000670006,0.8
68.00068000680007,0.8
69.00069000690007,0.8
70.00070000700006,0.8
71.00071000710007,0.8
72.00072000720007,0.8
73.00073000730006,0.8
74.00074000740007,0.8
75.00075000750007,0.8
76.00076000760008,0.8
77.00077000770007,0.8
78.00078000780007,0.8
79.00079000790008,0.8
80.00080000800008,0.8
81.00081000810007,0.8
82.00082000820008,0.8
83.00083000830008,0.8
84.00084000840008,0.8
85.00085000850008,0.8
86.00086000860009,0.8
87.00087000870009,0.8
88.00088000880008,0.8
89.00089000890009,0.8
90.00090000900009,0.8
91.00091000910008,0.8
92.00092000920009,0.8
93.00093000930009,0.8
94.0009400094001,0.8
95.00095000950009,0.8
96.00096000960009,0.8
97.0009700097001,0.8
98.00098000980009,0.8
99.0009900099001,0.8
100.0010000100001,0.8
101.0010100101001,0.8
102.0010200102001,0.8
103.0010300103001,0.8
104.0010400104001,0.8
105.0010500105001,0.8
106.0010600106001,0.8
107.0010700107001,0.8
108.00108001080011,0.8
109.0010900109001,0.8
110.0011000110001,0.8
111.00111001110011,0.8
112.0011200112001,0.8
113.0011300113001,0.8
114.00114001140011,0.8
115.00115001150012,0.8
116.0011600116001,0.8
117.00117001170011,0.8
118.00118001180012,0.8
119.00119001190012,0.8
120.00120001200011,0.8
121.00121001210012,0.8
122.00122001220012,0.8
123.00123001230011,0.8
124.00124001240012,0.8
125.00125001250012,0.8
126.00126001260013,0.8
127.00127001270012,0.8
128.00128001280012,0.8
129.0012900129001,0.8
130.00130001300013,0.8
131.00131001310012,0.8
132.00132001320011,0.8
133.00133001330013,0.8
134.00134001340012,0.8
135.00135001350014,0.8
136.00136001360013,0.8
137.00137001370013,0.8
138.00138001380014,0.8
139.00139001390014,0.8
140.00140001400013,0.8
141.00141001410014,0.8
142.00142001420014,0.8
143.00143001430013,0.8
144.00144001440015,0.8
145.00145001450014,0.8
146.00146001460013,0.8
147.00147001470015,0.8
148.00148001480014,0.8
149.00149001490016,0.8
150.00150001500015,0.8
151.00151001510014,0.8
152.00152001520016,0.8
153.00153001530015,0.8
154.00154001540014,0.8
155.00155001550016,0.8
156.00156001560015,0.8
157.00157001570014,0.8
158.00158001580016,0.8
159.00159001590015,0.8
160.00160001600017,0.8
161.00161001610016,0.8
162.00162001620015,0.8
163.00163001630017,0.8
164.00164001640016,0.8
165.00165001650015,0.8
166.00166001660017,0.8
167.00167001670016,0.8
168.00168001680015,0.8
169.00169001690017,0.8
170.00170001700016,0.8
171.00171001710015,0.8
172.00172001720017,0.8
173.00173001730016,0.8
174.00174001740018,0.8
175.00175001750017,0.8
176.00176001760016,0.8
177.00177001770018,0.8
178.00178001780017,0.8
179.00179001790016,0.8
180.00180001800018,0.8
181.00181001810017,0.8
182.00182001820016,0.8
183.00183001830018,0.8
184.00184001840017,0.8
185.00185001850016,0.8
186.00186001860018,0.8
187.00187001870017,0.8
188.0018800188002,0.8
189.00189001890018,0.8
190.00190001900017,0.8
191.0019100191002,0.8
192.00192001920018,0.8
193.00193001930018,0.8
194.0019400194002,0.8
195.00195001950019,0.8
196.00196001960018,0.8
197.0019700197002,0.8
198.0019800198002,0.8
199.0019900199002,0.8
200.0020000200002,0.8
201.0020100201002,0.8
202.0020200202002,0.8
203.0020300203002,0.8
204.0020400204002,0.8
205.0020500205002,0.8
206.0020600206002,0.8
207.0020700207002,0.8
208.0020800208002,0.8
209.0020900209002,0.8
210.0021000210002,0.8
211.0021100211002,0.8
212.0021200212002,0.8
213.00213002130022,0.8
214.0021400214002,0.8
215.0021500215002,0.8
216.00216002160022,0.8
217.0021700217002,0.8
218.0021800218002,0.8
